,Name,Year,Age,Team,Position,Games,Games Started,Minutes Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percent,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percent,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percent,Effective Field Goal Percent,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percent,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game
1255,Alex Abrines,2017,23,OKC,SG,68,6,15.5,2.0,5.0,.393,1.4,3.6,.381,0.6,1.4,.426,.531,0.6,0.7,.898,0.3,1.0,0.6,0.5,0.1,0.5,1.7,6.0
1256,Alex Abrines,2018,24,OKC,SG,75,8,15.1,1.5,3.9,.395,1.1,2.9,.380,0.4,0.9,.443,.540,0.5,0.6,.848,0.3,1.2,0.4,0.5,0.1,0.3,1.7,4.7
1257,Alex Abrines,2019,25,OKC,SG,29,2,19.8,1.9,5.3,.359,1.4,4.3,.323,0.5,1.0,.517,.490,0.4,0.4,.923,0.2,1.4,0.7,0.6,0.2,0.5,1.8,5.6
1258,Patrick Patterson,2011,21,HOU,PF,52,6,16.7,2.9,5.1,.558,0.0,0.0,.000,2.9,5.1,.562,.558,0.6,0.8,.714,1.7,2.2,0.8,0.3,0.7,0.6,1.5,6.3
1259,Patrick Patterson,2012,22,HOU,PF,64,1,23.2,3.5,8.0,.440,0.0,0.0,.000,3.5,7.9,.443,.440,0.6,0.9,.702,1.8,2.7,0.8,0.4,0.6,0.8,1.8,7.7
1260,Patrick Patterson,2013,23,TOT,PF,71,41,25.0,4.5,8.8,.512,0.7,1.9,.386,3.8,6.9,.546,.553,0.7,0.9,.762,1.6,3.2,1.1,0.4,0.6,0.9,1.9,10.4
1261,Patrick Patterson,2014,24,TOT,PF,65,13,23.6,3.5,7.5,.460,0.8,2.3,.364,2.6,5.2,.503,.516,0.8,1.1,.704,1.8,3.5,1.2,0.8,0.6,1.0,2.4,8.5
1262,Patrick Patterson,2015,25,TOR,PF,81,4,26.6,3.0,6.6,.449,1.3,3.5,.371,1.7,3.1,.536,.547,0.8,1.0,.788,1.6,3.8,1.9,0.7,0.5,0.7,1.8,8.0
1263,Patrick Patterson,2016,26,TOR,PF,79,0,25.6,2.6,6.2,.414,1.3,3.7,.362,1.2,2.5,.490,.521,0.4,0.4,.853,1.0,3.4,1.2,0.7,0.4,0.8,1.6,6.9
1264,Patrick Patterson,2017,27,TOR,PF,65,8,24.6,2.4,5.9,.401,1.4,3.9,.372,0.9,2.0,.458,.523,0.7,0.9,.717,1.0,3.6,1.2,0.6,0.4,0.6,1.8,6.8
1265,Patrick Patterson,2018,28,OKC,PF,82,3,15.5,1.3,3.2,.398,0.8,2.1,.386,0.5,1.2,.421,.523,0.5,0.6,.870,0.4,2.0,0.7,0.6,0.3,0.4,1.1,3.9
1266,Patrick Patterson,2019,29,OKC,PF,40,3,14.7,1.4,4.0,.346,0.8,2.5,.307,0.6,1.5,.414,.443,0.5,0.7,.643,0.7,1.9,0.5,0.3,0.3,0.4,0.8,4.0
1267,Abdel Nader,2018,24,BOS,SF,48,1,10.9,1.0,3.1,.336,0.5,1.4,.354,0.6,1.8,.321,.413,0.5,0.8,.590,0.3,1.2,0.5,0.3,0.2,0.7,0.9,3.0
1268,Abdel Nader,2019,25,OKC,SF,22,1,7.5,1.2,2.6,.466,0.4,1.0,.381,0.9,1.7,.514,.534,0.2,0.2,1.000,0.1,1.2,0.2,0.2,0.0,0.4,1.0,3.0
1269,Andre Roberson,2015,22,OKC,SG,40,16,10.0,0.8,1.7,.485,0.1,0.3,.154,0.8,1.4,.564,.500,0.2,0.3,.700,0.9,1.5,0.4,0.5,0.3,0.5,1.9,1.9
1270,Andre Roberson,2016,23,OKC,SG,67,65,19.2,1.4,3.0,.458,0.3,1.3,.247,1.1,1.7,.612,.510,0.3,0.7,.479,0.9,2.9,1.0,0.8,0.4,0.7,2.1,3.4
1271,Andre Roberson,2017,24,OKC,SG,70,70,22.2,1.9,3.9,.496,0.5,1.5,.311,1.5,2.4,.608,.555,0.5,0.8,.611,1.1,2.5,0.7,0.8,0.6,0.5,1.9,4.8
1272,Andre Roberson,2018,25,OKC,SF,79,79,30.1,2.7,5.9,.464,0.6,2.3,.245,2.2,3.5,.609,.513,0.6,1.4,.423,1.2,3.9,1.0,1.2,1.0,0.6,2.6,6.6
1273,Andre Roberson,2019,26,OKC,SG,39,39,26.6,2.2,4.2,.537,0.2,0.9,.222,2.0,3.2,.627,.562,0.3,1.0,.316,1.9,2.8,1.2,1.2,0.9,0.8,2.3,5.0
1274,Terrance Ferguson,2018,19,OKC,SG,61,12,12.5,1.1,2.8,.414,0.7,2.0,.333,0.5,0.8,.612,.533,0.1,0.2,.900,0.3,0.5,0.3,0.4,0.2,0.2,1.4,3.1
1275,Terrance Ferguson,2019,20,OKC,SG,33,33,21.3,1.7,4.5,.388,0.8,2.6,.326,0.9,1.8,.475,.483,0.4,0.5,.722,0.5,1.2,0.6,0.5,0.3,0.5,2.8,4.7
1276,Nerlens Noel,2015,20,PHI,C,75,71,30.8,4.0,8.7,.462,0.0,0.0,,4.0,8.7,.462,.462,1.9,3.1,.609,2.5,5.7,1.7,1.8,1.9,1.9,2.8,9.9
1277,Nerlens Noel,2016,21,PHI,C,67,62,29.3,4.6,8.8,.521,0.0,0.0,.500,4.6,8.7,.521,.522,2.0,3.4,.590,2.3,5.8,1.8,1.8,1.5,2.4,2.9,11.1
1278,Nerlens Noel,2017,22,TOT,C,51,19,20.5,3.6,6.1,.595,0.0,0.0,.000,3.6,6.0,.597,.595,1.5,2.2,.694,1.8,3.9,1.0,1.3,1.0,1.0,2.5,8.7
1279,Nerlens Noel,2018,23,DAL,C,30,6,15.7,1.8,3.5,.524,0.0,0.0,.000,1.8,3.5,.529,.524,0.7,0.9,.750,1.6,4.0,0.7,1.0,0.7,0.9,2.0,4.4
1280,Nerlens Noel,2019,24,OKC,C,39,1,13.7,2.1,3.5,.591,0.0,0.0,,2.1,3.5,.591,.591,0.9,1.2,.729,1.7,2.8,0.5,1.0,1.4,0.6,2.2,5.1
1281,Paul George,2011,20,IND,SG,61,19,20.7,2.9,6.5,.453,0.7,2.3,.297,2.3,4.2,.537,.505,1.3,1.7,.762,0.6,3.1,1.1,1.0,0.4,1.1,2.1,7.8
1282,Paul George,2012,21,IND,SG,66,66,29.7,4.3,9.7,.440,1.4,3.5,.385,2.9,6.1,.472,.510,2.2,2.8,.802,0.8,4.8,2.4,1.6,0.6,1.8,2.9,12.1
1283,Paul George,2013,22,IND,SF,79,79,37.6,6.2,14.9,.419,2.2,5.9,.362,4.1,8.9,.457,.491,2.8,3.5,.807,1.1,6.5,4.1,1.8,0.6,2.9,2.9,17.4
1284,Paul George,2014,23,IND,SF,80,80,36.2,7.2,17.0,.424,2.3,6.3,.364,4.9,10.8,.458,.490,5.0,5.8,.864,0.8,6.0,3.5,1.9,0.3,2.8,2.5,21.7
1285,Paul George,2015,24,IND,SF,6,0,15.2,3.0,8.2,.367,1.5,3.7,.409,1.5,4.5,.333,.459,1.3,1.8,.727,0.7,3.0,1.0,0.8,0.2,2.0,1.8,8.8
1286,Paul George,2016,25,IND,SF,81,81,34.8,7.5,17.9,.418,2.6,7.0,.371,4.9,10.9,.447,.490,5.6,6.5,.860,1.0,6.0,4.1,1.9,0.4,3.3,2.8,23.1
1287,Paul George,2017,26,IND,SF,75,75,35.9,8.3,18.0,.461,2.6,6.6,.393,5.7,11.4,.501,.534,4.5,5.0,.898,0.8,5.8,3.3,1.6,0.4,2.9,2.7,23.7
1288,Paul George,2018,27,OKC,SF,79,79,36.6,7.3,17.0,.430,3.1,7.7,.401,4.2,9.3,.454,.521,4.3,5.2,.822,0.9,4.7,3.3,2.0,0.5,2.7,2.9,21.9
1289,Paul George,2019,28,OKC,SF,39,39,35.4,9.2,20.5,.448,3.4,8.8,.384,5.8,11.7,.497,.531,5.1,6.2,.825,1.5,6.5,3.9,2.2,0.6,2.7,2.9,26.8
1290,Deonte Burton,2019,25,OKC,SG,15,0,8.7,1.3,3.1,.435,0.3,0.9,.308,1.1,2.2,.485,.478,0.3,0.4,.833,0.1,1.0,0.3,0.2,0.3,0.5,1.1,3.3
1291,Jerami Grant,2015,20,PHI,SF,65,11,21.2,1.9,5.4,.352,0.8,2.4,.314,1.2,3.0,.383,.422,1.8,3.0,.591,0.8,2.3,1.2,0.6,1.0,1.3,2.2,6.3
1292,Jerami Grant,2016,21,PHI,PF,77,52,26.8,3.3,7.8,.419,0.5,1.9,.240,2.8,5.9,.477,.448,2.8,4.2,.658,1.3,3.4,1.8,0.7,1.6,1.4,2.8,9.7
1293,Jerami Grant,2017,22,TOT,PF,80,4,19.1,1.9,4.1,.463,0.5,1.5,.371,1.4,2.7,.514,.529,1.1,1.8,.612,0.5,2.1,0.6,0.4,1.0,0.6,1.9,5.5
1294,Jerami Grant,2018,23,OKC,PF,81,1,20.3,3.0,5.6,.535,0.4,1.4,.291,2.6,4.3,.613,.570,2.0,3.0,.675,1.1,2.9,0.7,0.4,1.0,0.7,1.9,8.4
1295,Jerami Grant,2019,24,OKC,PF,40,37,31.2,4.7,8.9,.524,1.1,3.0,.356,3.6,6.0,.607,.583,1.9,2.8,.691,1.0,3.8,0.9,0.9,1.2,0.9,2.5,12.3
1296,Raymond Felton,2006,21,CHA,PG,80,54,30.1,4.3,11.0,.391,1.2,3.4,.358,3.1,7.7,.405,.446,2.0,2.8,.725,1.0,2.4,5.6,1.3,0.1,2.3,2.3,11.9
1297,Raymond Felton,2007,22,CHA,PG,78,75,36.3,5.0,13.1,.384,1.3,4.0,.330,3.7,9.1,.407,.434,2.6,3.3,.797,0.7,2.8,7.0,1.5,0.1,2.9,2.3,14.0
1298,Raymond Felton,2008,23,CHA,PG,79,79,37.6,5.2,12.6,.413,0.7,2.5,.280,4.5,10.1,.447,.441,3.3,4.1,.800,0.5,2.5,7.4,1.2,0.2,2.7,2.3,14.4
1299,Raymond Felton,2009,24,CHA,PG,82,81,37.6,5.4,13.2,.408,0.7,2.5,.285,4.7,10.7,.437,.435,2.7,3.3,.805,0.7,3.1,6.7,1.5,0.4,2.8,2.3,14.2
1300,Raymond Felton,2010,25,CHA,PG,80,80,33.0,4.9,10.6,.459,0.8,2.0,.385,4.1,8.6,.475,.494,1.7,2.2,.763,0.7,2.9,5.6,1.5,0.3,2.1,2.2,12.1
1301,Raymond Felton,2011,26,TOT,PG-SG,75,54,36.5,5.7,13.4,.425,1.5,4.4,.353,4.1,9.0,.460,.483,2.6,3.2,.805,0.6,2.9,8.3,1.7,0.1,2.9,2.0,15.5
1302,Raymond Felton,2012,27,POR,PG,60,56,31.8,4.4,10.7,.407,1.0,3.4,.305,3.3,7.3,.453,.455,1.7,2.1,.806,0.5,2.0,6.5,1.3,0.2,2.8,2.0,11.4
1303,Raymond Felton,2013,28,NYK,PG,68,68,34.0,5.5,13.0,.427,1.4,3.8,.360,4.2,9.2,.455,.480,1.5,1.9,.789,0.8,2.1,5.5,1.4,0.2,2.3,1.9,13.9
1304,Raymond Felton,2014,29,NYK,PG,65,65,31.0,3.7,9.4,.395,1.0,3.0,.318,2.7,6.4,.431,.446,1.4,1.9,.721,0.8,2.2,5.6,1.2,0.4,2.0,2.4,9.7
1305,Raymond Felton,2015,30,DAL,PG,29,3,9.7,1.5,3.7,.406,0.3,1.2,.294,1.1,2.5,.458,.453,0.4,0.5,.800,0.1,0.8,1.4,0.4,0.1,0.6,0.6,3.7
1306,Raymond Felton,2016,31,DAL,PG,80,31,27.4,3.5,8.5,.406,0.8,2.7,.282,2.7,5.9,.463,.450,1.9,2.2,.847,0.5,2.8,3.6,0.9,0.2,1.5,1.8,9.5
1307,Raymond Felton,2017,32,LAC,PG,80,11,21.3,2.8,6.4,.430,0.6,1.8,.319,2.2,4.6,.473,.475,0.6,0.8,.781,0.4,2.3,2.4,0.8,0.3,1.0,1.6,6.7
1308,Raymond Felton,2018,33,OKC,PG,82,2,16.6,2.7,6.7,.406,1.0,2.8,.352,1.7,3.9,.444,.479,0.4,0.5,.818,0.3,1.6,2.5,0.6,0.2,0.9,1.1,6.9
1309,Raymond Felton,2019,34,OKC,PG,15,0,11.1,1.9,5.1,.368,0.4,2.0,.200,1.5,3.1,.478,.408,0.5,0.6,.889,0.2,1.2,1.8,0.4,0.3,0.7,0.9,4.7
1310,Hamidou Diallo,2019,20,OKC,SG,34,2,12.2,1.9,4.0,.485,0.1,0.6,.190,1.8,3.4,.539,.500,0.9,1.3,.644,0.9,1.4,0.4,0.5,0.3,0.6,1.9,4.9
1311,Marcin Gortat,2008,23,ORL,C,6,0,6.8,1.3,2.8,.471,0.0,0.0,,1.3,2.8,.471,.471,0.3,0.5,.667,1.3,1.3,0.3,0.2,0.2,0.3,0.7,3.0
1312,Marcin Gortat,2009,24,ORL,PF,63,3,12.6,1.7,3.0,.567,0.0,0.0,1.000,1.7,3.0,.565,.570,0.4,0.7,.578,1.5,3.0,0.2,0.3,0.8,0.4,1.8,3.8
1313,Marcin Gortat,2010,25,ORL,C,81,0,13.4,1.5,2.8,.533,0.0,0.0,.000,1.5,2.8,.540,.533,0.6,0.9,.680,1.3,2.9,0.2,0.2,0.9,0.6,1.7,3.6
1314,Marcin Gortat,2011,26,TOT,C,80,14,25.4,4.2,7.5,.561,0.0,0.1,.250,4.2,7.5,.563,.561,1.8,2.4,.725,1.9,6.0,0.9,0.5,1.1,1.0,2.4,10.2
1315,Marcin Gortat,2012,27,PHO,C,66,66,32.0,6.5,11.7,.555,0.0,0.0,.000,6.5,11.6,.557,.555,2.5,3.8,.649,2.8,7.2,0.9,0.7,1.5,1.4,2.2,15.4
1316,Marcin Gortat,2013,28,PHO,C,61,61,30.8,4.8,9.3,.521,0.0,0.0,.000,4.8,9.2,.524,.521,1.5,2.3,.652,2.1,6.4,1.2,0.7,1.6,1.6,2.1,11.1
1317,Marcin Gortat,2014,29,WAS,C,81,80,32.8,5.6,10.4,.542,0.0,0.0,1.000,5.6,10.4,.541,.542,1.9,2.8,.686,2.5,7.0,1.7,0.5,1.5,1.6,2.5,13.2
1318,Marcin Gortat,2015,30,WAS,C,82,82,29.9,5.4,9.5,.566,0.0,0.0,.000,5.4,9.4,.569,.566,1.5,2.1,.703,2.2,6.5,1.2,0.6,1.3,1.2,2.3,12.2
1319,Marcin Gortat,2016,31,WAS,C,75,74,30.1,5.8,10.2,.567,0.0,0.0,.000,5.8,10.2,.567,.567,1.9,2.8,.705,3.0,6.9,1.4,0.6,1.3,1.6,2.6,13.5
1320,Marcin Gortat,2017,32,WAS,C,82,82,31.2,4.8,8.2,.579,0.0,0.0,.000,4.8,8.2,.580,.579,1.3,1.9,.648,2.9,7.5,1.5,0.5,0.7,1.5,2.6,10.8
1321,Marcin Gortat,2018,33,WAS,C,82,82,25.3,3.5,6.8,.518,0.0,0.0,,3.5,6.8,.518,.518,1.3,2.0,.675,2.2,5.4,1.8,0.5,0.7,1.2,2.1,8.4
1322,Marcin Gortat,2019,34,LAC,C,33,31,17.0,2.2,4.2,.518,0.0,0.0,,2.2,4.2,.518,.518,0.9,1.2,.795,1.5,4.4,1.7,0.2,0.6,1.1,2.1,5.2
1323,Patrick Beverley,2013,24,HOU,PG,41,0,17.4,1.9,4.6,.418,0.9,2.3,.375,1.0,2.3,.462,.513,0.8,1.0,.829,1.1,1.6,2.9,0.9,0.5,1.1,2.0,5.6
1324,Patrick Beverley,2014,25,HOU,PG,56,55,31.3,3.6,8.6,.414,1.6,4.6,.361,1.9,4.0,.473,.509,1.5,1.8,.814,1.3,2.2,2.7,1.4,0.4,1.2,3.1,10.2
1325,Patrick Beverley,2015,26,HOU,PG,56,55,30.8,3.6,9.5,.383,2.1,5.8,.356,1.6,3.7,.426,.492,0.8,1.1,.750,1.2,3.0,3.4,1.1,0.4,1.5,3.3,10.1
1326,Patrick Beverley,2016,27,HOU,PG,71,63,28.7,3.6,8.4,.434,1.7,4.4,.400,1.9,4.0,.472,.539,0.8,1.2,.682,1.0,2.5,3.4,1.3,0.4,1.3,3.3,9.9
1327,Patrick Beverley,2017,28,HOU,SG,67,67,30.7,3.4,8.1,.420,1.6,4.3,.382,1.8,3.8,.463,.521,1.1,1.4,.768,1.4,4.4,4.2,1.5,0.4,1.5,3.3,9.5
1328,Patrick Beverley,2018,29,LAC,SG,11,11,30.4,4.4,10.8,.403,2.2,5.5,.400,2.2,5.4,.407,.504,1.3,1.5,.824,1.5,2.6,2.9,1.7,0.5,2.3,3.1,12.2
1329,Patrick Beverley,2019,30,LAC,PG,40,16,24.8,2.2,5.8,.382,1.3,3.5,.364,1.0,2.3,.409,.491,1.2,1.6,.754,0.8,3.0,3.3,0.6,0.3,1.1,3.6,7.0
1330,Tobias Harris,2012,19,MIL,SF,42,9,11.4,1.9,4.0,.467,0.1,0.5,.261,1.7,3.5,.500,.485,1.0,1.3,.815,0.7,1.7,0.5,0.3,0.2,0.7,1.1,5.0
1331,Tobias Harris,2013,20,TOT,SF-PF,55,34,23.6,4.2,9.3,.455,0.6,2.0,.315,3.6,7.3,.493,.488,1.9,2.5,.752,1.3,3.9,1.3,0.6,0.8,1.2,2.2,11.0
1332,Tobias Harris,2014,21,ORL,PF,61,36,30.3,5.4,11.7,.464,0.5,2.1,.254,4.9,9.7,.508,.486,3.2,4.0,.807,1.4,5.5,1.3,0.7,0.4,1.3,2.3,14.6
1333,Tobias Harris,2015,22,ORL,SF,68,63,34.8,6.5,14.0,.466,1.3,3.5,.364,5.2,10.4,.500,.512,2.8,3.6,.788,1.1,5.3,1.8,1.0,0.5,1.7,2.0,17.1
1334,Tobias Harris,2016,23,TOT,PF,76,74,33.1,5.5,11.7,.469,1.1,3.1,.335,4.4,8.6,.518,.514,2.7,3.2,.831,1.3,5.4,2.2,0.9,0.5,1.4,2.0,14.7
1335,Tobias Harris,2017,24,DET,PF,82,48,31.3,6.2,13.0,.481,1.3,3.8,.347,4.9,9.1,.537,.532,2.3,2.8,.841,0.8,4.3,1.7,0.7,0.5,1.2,1.6,16.1
1336,Tobias Harris,2018,25,TOT,PF,80,80,33.4,7.0,15.3,.460,2.3,5.6,.411,4.7,9.7,.488,.535,2.2,2.7,.829,0.7,4.7,2.4,0.9,0.4,1.3,2.1,18.6
1337,Tobias Harris,2019,26,LAC,PF,40,40,34.2,7.9,15.7,.503,2.0,4.6,.432,5.9,11.1,.533,.566,3.4,3.8,.888,0.7,7.2,2.2,0.8,0.4,2.0,2.1,21.1
1338,Lou Williams,2006,19,PHI,PG,30,0,4.8,0.8,1.7,.442,0.1,0.3,.222,0.7,1.4,.488,.462,0.3,0.4,.615,0.1,0.5,0.3,0.2,0.0,0.4,0.4,1.9
1339,Lou Williams,2007,20,PHI,PG,61,0,11.3,1.5,3.5,.441,0.2,0.6,.324,1.3,2.9,.466,.469,1.0,1.5,.696,0.3,0.9,1.8,0.4,0.0,0.8,0.7,4.3
1340,Lou Williams,2008,21,PHI,PG,80,0,23.3,4.0,9.4,.424,0.7,1.9,.359,3.3,7.5,.441,.461,2.8,3.6,.783,0.5,1.6,3.2,1.0,0.2,1.6,1.6,11.5
1341,Lou Williams,2009,22,PHI,SG,81,0,23.7,4.1,10.4,.398,0.8,2.7,.286,3.4,7.7,.438,.435,3.8,4.8,.790,0.4,1.6,3.0,1.0,0.2,1.9,1.6,12.8
1342,Lou Williams,2010,23,PHI,PG,64,38,29.9,5.0,10.6,.470,1.1,3.2,.340,3.9,7.4,.527,.521,3.0,3.6,.824,0.4,2.5,4.2,1.3,0.2,1.7,1.7,14.0
1343,Lou Williams,2011,24,PHI,SG,75,0,23.3,4.3,10.6,.406,1.2,3.4,.348,3.1,7.2,.434,.462,3.9,4.7,.823,0.4,1.6,3.4,0.6,0.2,1.4,1.7,13.7
1344,Lou Williams,2012,25,PHI,PG,64,0,26.3,5.0,12.2,.407,1.3,3.6,.362,3.7,8.6,.425,.460,3.7,4.6,.812,0.5,2.0,3.5,0.8,0.3,1.1,1.4,14.9
1345,Lou Williams,2013,26,ATL,SG,39,9,28.7,4.8,11.4,.422,1.8,5.0,.367,2.9,6.3,.466,.503,2.7,3.1,.868,0.2,1.8,3.6,1.1,0.3,1.9,1.4,14.1
1346,Lou Williams,2014,27,ATL,PG,60,7,24.1,3.3,8.2,.400,1.3,3.9,.342,2.0,4.4,.450,.480,2.5,3.0,.849,0.2,1.9,3.5,0.8,0.1,1.5,1.1,10.4
1347,Lou Williams,2015,28,TOR,SG,80,0,25.2,4.7,11.6,.404,1.9,5.6,.340,2.8,6.0,.464,.486,4.3,4.9,.861,0.3,1.6,2.1,1.1,0.1,1.3,1.3,15.5
1348,Lou Williams,2016,29,LAL,SG,67,35,28.5,4.2,10.3,.408,1.6,4.8,.344,2.6,5.6,.464,.488,5.3,6.3,.830,0.5,2.1,2.5,0.9,0.3,1.6,1.6,15.3
1349,Lou Williams,2017,30,TOT,SG,81,1,24.6,5.3,12.3,.429,2.0,5.5,.365,3.3,6.8,.480,.511,5.0,5.6,.880,0.3,2.2,3.0,1.0,0.2,2.0,1.1,17.5
1350,Lou Williams,2018,31,LAC,SG,79,19,32.8,7.4,16.9,.435,2.4,6.6,.359,5.0,10.4,.484,.505,5.5,6.2,.880,0.5,2.0,5.3,1.1,0.2,3.0,1.3,22.6
1351,Lou Williams,2019,32,LAC,SG,36,0,25.3,5.9,13.9,.422,1.4,3.6,.383,4.5,10.3,.435,.471,5.4,6.0,.907,0.4,2.3,4.9,0.6,0.1,2.3,0.9,18.5
1352,Boban Marjanovic,2016,27,SAS,C,54,4,9.4,1.9,3.2,.603,0.0,0.0,,1.9,3.2,.603,.603,1.6,2.1,.763,1.4,2.2,0.4,0.2,0.4,0.5,1.0,5.5
1353,Boban Marjanovic,2017,28,DET,C,35,0,8.4,2.1,3.8,.545,0.0,0.0,,2.1,3.8,.545,.545,1.3,1.7,.810,1.3,2.4,0.3,0.2,0.3,0.3,0.7,5.5
1354,Boban Marjanovic,2018,29,TOT,C,39,1,8.6,2.0,3.8,.534,0.0,0.0,,2.0,3.8,.534,.534,2.0,2.5,.794,1.2,2.5,0.6,0.3,0.3,0.9,1.3,6.0
1355,Boban Marjanovic,2019,30,LAC,C,29,9,10.9,2.5,4.1,.613,0.0,0.0,.000,2.5,4.1,.619,.613,2.1,2.7,.782,1.5,2.8,0.7,0.3,0.6,1.1,1.7,7.1
1356,Danilo Gallinari,2010,20,NYK,SG,28,2,14.7,2.0,4.5,.448,1.1,2.6,.444,0.9,1.9,.453,.576,0.9,1.0,.963,0.5,1.5,0.5,0.5,0.1,0.5,1.7,6.1
1357,Danilo Gallinari,2011,21,NYK,SF,81,74,33.9,4.8,11.4,.423,2.3,6.0,.381,2.5,5.4,.469,.523,3.1,3.8,.818,0.8,4.1,1.7,0.9,0.7,1.4,2.4,15.1
1358,Danilo Gallinari,2012,22,TOT,PF-SF,62,60,33.9,4.3,10.3,.414,1.7,4.7,.352,2.6,5.6,.467,.495,5.4,6.3,.862,1.0,4.0,1.7,0.8,0.4,1.3,2.3,15.6
1359,Danilo Gallinari,2013,23,DEN,SF,43,40,31.4,4.5,10.8,.414,1.4,4.3,.328,3.1,6.6,.470,.479,4.2,4.9,.871,0.7,4.0,2.7,1.0,0.5,1.6,2.0,14.6
1360,Danilo Gallinari,2014,24,DEN,SF,71,71,32.5,5.1,12.3,.418,1.9,5.1,.373,3.2,7.2,.450,.495,4.0,4.9,.822,0.9,4.3,2.5,0.9,0.5,1.6,1.8,16.2
1361,Danilo Gallinari,2015,26,DEN,SF,59,27,24.2,3.9,9.6,.401,1.8,5.1,.355,2.1,4.5,.453,.496,2.9,3.2,.895,0.5,3.2,1.4,0.8,0.3,1.0,1.6,12.4
1362,Danilo Gallinari,2016,27,DEN,SF,53,53,34.7,5.4,13.2,.410,1.6,4.5,.364,3.8,8.7,.434,.472,7.1,8.2,.868,1.0,4.3,2.5,0.8,0.4,1.5,1.6,19.5
1363,Danilo Gallinari,2017,28,DEN,SF,63,63,33.9,5.3,11.9,.447,2.0,5.1,.389,3.3,6.8,.491,.531,5.5,6.1,.902,0.6,4.5,2.1,0.6,0.2,1.3,1.5,18.2
1364,Danilo Gallinari,2018,29,LAC,SF,21,21,32.0,4.9,12.2,.398,1.7,5.3,.324,3.1,6.9,.455,.469,3.9,4.1,.931,0.4,4.4,2.0,0.6,0.5,1.2,1.4,15.3
1365,Danilo Gallinari,2019,30,LAC,SF,39,39,31.6,5.9,12.9,.459,2.4,5.3,.447,3.5,7.6,.468,.552,5.3,5.7,.919,0.9,5.3,2.5,0.7,0.3,1.3,2.1,19.5
1366,Milos Teodosic,2018,30,LAC,PG,45,36,25.2,3.4,8.0,.419,2.0,5.2,.379,1.4,2.8,.492,.542,0.9,1.0,.848,0.4,2.4,4.6,0.5,0.1,2.2,2.3,9.5
1367,Milos Teodosic,2019,31,LAC,PG,15,0,10.0,1.1,2.7,.425,0.7,1.8,.370,0.5,0.9,.538,.550,0.3,0.5,.571,0.2,0.9,2.1,0.2,0.1,1.4,1.8,3.2
1368,Sindarius Thornwell,2018,23,LAC,SG,73,17,15.8,1.4,3.2,.429,0.3,0.8,.377,1.1,2.4,.448,.479,0.8,1.2,.670,0.5,1.5,0.9,0.7,0.3,0.7,1.7,3.9
1369,Sindarius Thornwell,2019,24,LAC,SG,25,0,5.4,0.4,1.0,.423,0.0,0.3,.125,0.4,0.7,.556,.442,0.3,0.4,.889,0.1,0.9,0.4,0.1,0.1,0.4,1.0,1.2
1370,Johnathan Motley,2018,22,DAL,PF,11,4,16.0,3.6,6.8,.533,0.1,0.5,.167,3.5,6.3,.565,.540,1.4,2.5,.536,1.3,3.2,0.6,0.3,0.2,0.8,1.6,8.7
1371,Johnathan Motley,2019,23,LAC,PF,3,0,2.0,1.0,1.3,.750,0.0,0.0,,1.0,1.3,.750,.750,0.0,0.0,,0.3,0.0,0.0,0.0,0.0,0.0,0.3,2.0
1372,Shai Gilgeous-Alexander,2019,20,LAC,PG,40,31,26.3,3.9,8.0,.491,0.6,1.5,.379,3.4,6.5,.515,.525,1.8,2.2,.805,0.8,2.1,2.9,1.1,0.7,1.7,2.0,10.1
1373,Jerome Robinson,2019,21,LAC,SG,8,0,5.0,1.1,2.3,.500,0.6,1.1,.556,0.5,1.1,.444,.639,0.0,0.0,,0.0,0.4,0.1,0.0,0.0,0.1,0.8,2.9
1374,Avery Bradley,2011,20,BOS,PG,31,0,5.2,0.7,2.2,.343,0.0,0.2,.000,0.7,2.0,.371,.343,0.2,0.4,.500,0.1,0.4,0.4,0.3,0.0,0.5,0.6,1.7
1375,Avery Bradley,2012,21,BOS,PG,64,28,21.4,3.1,6.3,.498,0.3,0.8,.407,2.8,5.4,.511,.525,1.0,1.2,.795,0.5,1.3,1.4,0.7,0.2,1.2,1.7,7.6
1376,Avery Bradley,2013,22,BOS,PG,50,50,28.7,3.8,9.6,.402,0.8,2.5,.317,3.0,7.0,.432,.444,0.7,1.0,.755,0.6,1.6,2.1,1.3,0.4,1.4,2.6,9.2
1377,Avery Bradley,2014,23,BOS,SG,60,58,30.9,6.0,13.8,.438,1.3,3.3,.395,4.7,10.4,.451,.485,1.5,1.9,.804,0.8,3.0,1.4,1.1,0.2,1.6,2.4,14.9
1378,Avery Bradley,2015,24,BOS,SG,77,77,31.5,5.6,13.1,.429,1.6,4.6,.352,4.0,8.6,.470,.490,1.0,1.3,.790,0.6,2.5,1.8,1.1,0.2,1.4,2.3,13.9
